Action, Iteration, CellID, NeighbourID, TransferAmount, HeatTransfered
Transfer, 1, 1, 4, 4.924206, 4.9267
Transfer, 1, 2, 1, 13.66009, 14.12218
Transfer, 1, 3, 1, 13.66009, 13.74369
Transfer, 1, 4, 1, 13.66009, 13.37544
Transfer, 1, 1, 2, 7.603797, 7.889387
Transfer, 1, 1, 3, 7.603797, 7.669177
Transfer, 1, 1, 4, 7.603797, 7.455112
Transfer, 1, 2, 1, 4.850548, 5.070605
Transfer, 1, 3, 1, 4.850548, 4.934531
Transfer, 1, 4, 1, 4.850548, 4.802144
Transfer, 1, 1, 2, 7.37325, 7.660329
Transfer, 1, 1, 3, 7.37325, 7.446512
Transfer, 1, 1, 4, 7.37325, 7.238663
Transfer, 1, 2, 1, 4.905612, 5.122399
Transfer, 1, 3, 1, 4.905612, 4.98477
Transfer, 1, 4, 1, 4.905612, 4.850874
Transfer, 1, 1, 2, 7.166618, 7.454128
Transfer, 1, 1, 3, 7.166618, 7.246066
Transfer, 1, 1, 4, 7.166618, 7.043812
Transfer, 1, 2, 1, 4.954966, 5.169034
Transfer, 1, 3, 1, 4.954966, 5.029997
Transfer, 1, 4, 1, 4.954966, 4.894733
Transfer, 1, 1, 2, 6.981421, 7.268505
Transfer, 1, 1, 3, 6.981421, 7.065624
Transfer, 1, 1, 4, 6.981421, 6.868407
Transfer, 1, 2, 1, 4.999198, 5.211023
Transfer, 1, 3, 1, 4.999198, 5.070709
Transfer, 1, 4, 1, 4.999198, 4.934206
Transfer, 1, 1, 2, 4.883473, 5.088379
Transfer, 1, 1, 3, 4.883473, 4.986611
Transfer, 1, 1, 4, 4.883473, 4.886879
Transfer, 1, 2, 1, 13.69699, 14.15836
Transfer, 1, 3, 1, 13.69699, 13.77904
Transfer, 1, 4, 1, 13.69699, 13.40999
Transfer, 1, 1, 2, 7.553452, 7.837884
Transfer, 1, 1, 3, 7.553452, 7.619111
Transfer, 1, 1, 4, 7.553452, 7.406445
Transfer, 1, 2, 1, 4.862573, 5.082161
Transfer, 1, 3, 1, 4.862573, 4.945829
Transfer, 1, 4, 1, 4.862573, 4.81319
Transfer, 1, 1, 2, 7.328127, 7.613966
Transfer, 1, 1, 3, 7.328127, 7.401443
Transfer, 1, 1, 4, 7.328127, 7.194852
Transfer, 1, 2, 1, 4.91639, 5.132797
Transfer, 1, 3, 1, 4.91639, 4.994941
Transfer, 1, 4, 1, 4.91639, 4.860823
Transfer, 1, 1, 2, 7.126177, 7.412392
Transfer, 1, 1, 3, 7.126177, 7.205496
Transfer, 1, 1, 4, 7.126177, 7.004374
Transfer, 1, 2, 1, 4.964624, 5.178389
Transfer, 1, 3, 1, 4.964624, 5.039152
Transfer, 1, 4, 1, 4.964624, 4.903694
Transfer, 1, 1, 2, 4.976436, 5.181191
Transfer, 1, 1, 3, 4.976436, 5.077567
Transfer, 1, 1, 4, 4.976436, 4.976016
Transfer, 1, 2, 1, 13.61276, 14.07647
Transfer, 1, 3, 1, 13.61276, 13.69992
Transfer, 1, 4, 1, 13.61276, 13.33355
Transfer, 1, 1, 2, 7.668354, 7.953169
Transfer, 1, 1, 3, 7.668354, 7.731178
Transfer, 1, 1, 4, 7.668354, 7.515384
Transfer, 1, 2, 1, 4.835129, 5.055979
Transfer, 1, 3, 1, 4.835129, 4.920546
Transfer, 1, 4, 1, 4.835129, 4.788776
Transfer, 1, 1, 2, 7.431108, 7.717745
Transfer, 1, 1, 3, 7.431108, 7.502326
Transfer, 1, 1, 4, 7.431108, 7.292919
Transfer, 1, 2, 1, 4.891793, 5.109214
Transfer, 1, 3, 1, 4.891793, 4.972181
Transfer, 1, 4, 1, 4.891793, 4.83886
Transfer, 1, 1, 2, 7.218474, 7.505815
Transfer, 1, 1, 3, 7.218474, 7.29631
Transfer, 1, 1, 4, 7.218474, 7.092654
Transfer, 1, 2, 1, 4.94258, 5.157147
Transfer, 1, 3, 1, 4.94258, 5.018664
Transfer, 1, 4, 1, 4.94258, 4.883935
Transfer, 1, 1, 2, 7.027898, 7.315034
Transfer, 1, 1, 3, 7.027898, 7.110855
Transfer, 1, 1, 4, 7.027898, 6.912375
Transfer, 1, 2, 1, 4.988097, 5.200304
Transfer, 1, 3, 1, 4.988097, 5.060507
Transfer, 1, 4, 1, 4.988097, 4.924504
Transfer, 1, 1, 2, 4.913321, 5.118392
Transfer, 1, 1, 3, 4.913321, 5.016024
Transfer, 1, 1, 4, 4.913321, 4.915703
Transfer, 1, 2, 1, 13.66995, 14.13144
Transfer, 1, 3, 1, 13.66995, 13.75347
Transfer, 1, 4, 1, 13.66995, 13.38571
Transfer, 1, 1, 2, 7.590344, 7.875164
Transfer, 1, 1, 3, 7.590344, 7.655351
Transfer, 1, 1, 4, 7.590344, 7.441672
Transfer, 1, 2, 1, 4.853761, 5.073541
Transfer, 1, 3, 1, 4.853761, 4.937655
Transfer, 1, 4, 1, 4.853761, 4.805447
Transfer, 1, 1, 2, 7.361193, 7.647524
Transfer, 1, 1, 3, 7.361193, 7.434065
Transfer, 1, 1, 4, 7.361193, 7.226564
Transfer, 1, 2, 1, 4.908493, 5.125021
Transfer, 1, 3, 1, 4.908493, 4.987584
Transfer, 1, 4, 1, 4.908493, 4.853869
Transfer, 1, 1, 2, 7.155811, 7.442603
Transfer, 1, 1, 3, 7.155811, 7.234863
Transfer, 1, 1, 4, 7.155811, 7.032922
Transfer, 1, 2, 1, 4.957547, 5.171373
Transfer, 1, 3, 1, 4.957547, 5.03253
Transfer, 1, 4, 1, 4.957547, 4.897451
Transfer, 1, 1, 2, 4.995467, 5.200677
Transfer, 1, 1, 3, 4.995467, 5.096663
Transfer, 1, 1, 4, 4.995467, 4.99473
Transfer, 1, 2, 1, 13.59552, 14.05884
Transfer, 1, 3, 1, 13.59552, 13.68332
Transfer, 1, 4, 1, 13.59552, 13.31794
Transfer, 1, 1, 2, 7.691876, 7.977372
Transfer, 1, 1, 3, 7.691876, 7.754705
Transfer, 1, 1, 4, 7.691876, 7.538254
Transfer, 1, 2, 1, 4.829511, 5.050329
Transfer, 1, 3, 1, 4.829511, 4.91524
Transfer, 1, 4, 1, 4.829511, 4.783803
Transfer, 1, 1, 2, 7.452191, 7.739533
Transfer, 1, 1, 3, 7.452191, 7.523505
Transfer, 1, 1, 4, 7.452191, 7.313508
Transfer, 1, 2, 1, 4.886758, 5.104113
Transfer, 1, 3, 1, 4.886758, 4.967405
Transfer, 1, 4, 1, 4.886758, 4.834397
Transfer, 1, 1, 2, 7.23737, 7.525429
Transfer, 1, 1, 3, 7.23737, 7.315378
Transfer, 1, 1, 4, 7.23737, 7.111189
Transfer, 1, 2, 1, 4.938066, 5.152539
Transfer, 1, 3, 1, 4.938066, 5.014364
Transfer, 1, 4, 1, 4.938066, 4.879932
Transfer, 1, 1, 2, 7.044835, 7.332691
Transfer, 1, 1, 3, 7.044835, 7.128019
Transfer, 1, 1, 4, 7.044835, 6.92906
Transfer, 1, 2, 1, 4.984053, 5.196143
Transfer, 1, 3, 1, 4.984053, 5.056638
Transfer, 1, 4, 1, 4.984053, 4.920916
Transfer, 1, 1, 2, 4.924198, 5.129781
Transfer, 1, 1, 3, 4.924198, 5.027185
Transfer, 1, 1, 4, 4.924198, 4.926642
Transfer, 1, 2, 1, 13.66009, 14.12097
Transfer, 1, 3, 1, 13.66009, 13.74376
Transfer, 1, 4, 1, 13.66009, 13.37675
Transfer, 1, 1, 2, 7.603788, 7.889312
Transfer, 1, 1, 3, 7.603788, 7.669103
Transfer, 1, 1, 4, 7.603788, 7.455041
Transfer, 1, 2, 1, 4.850551, 5.070183
Transfer, 1, 3, 1, 4.850551, 4.934556
Transfer, 1, 4, 1, 4.850551, 4.802596
Transfer, 1, 1, 2, 7.373241, 7.660261
Transfer, 1, 1, 3, 7.373241, 7.446446
Transfer, 1, 1, 4, 7.373241, 7.238599
Transfer, 1, 2, 1, 4.905615, 5.121984
Transfer, 1, 3, 1, 4.905615, 4.984794
Transfer, 1, 4, 1, 4.905615, 4.851316
Transfer, 1, 1, 2, 7.16661, 7.454068
Transfer, 1, 1, 3, 7.16661, 7.246008
Transfer, 1, 1, 4, 7.16661, 7.043756
Transfer, 1, 2, 1, 4.954968, 5.168625
Transfer, 1, 3, 1, 4.954968, 5.030018
Transfer, 1, 4, 1, 4.954968, 4.895165
Transfer, 1, 1, 2, 6.981414, 7.268451
Transfer, 1, 1, 3, 6.981414, 7.065572
Transfer, 1, 1, 4, 6.981414, 6.868356
Transfer, 1, 2, 1, 4.999201, 5.210622
Transfer, 1, 3, 1, 4.999201, 5.070729
Transfer, 1, 4, 1, 4.999201, 4.934629
Transfer, 1, 1, 2, 4.883469, 5.088344
Transfer, 1, 1, 3, 4.883469, 4.986578
Transfer, 1, 1, 4, 4.883469, 4.886846
Transfer, 1, 2, 1, 13.697, 14.15729
Transfer, 1, 3, 1, 13.697, 13.77909
Transfer, 1, 4, 1, 13.697, 13.41111
Transfer, 1, 1, 2, 7.553447, 7.837842
Transfer, 1, 1, 3, 7.553447, 7.619071
Transfer, 1, 1, 4, 7.553447, 7.406405
Transfer, 1, 2, 1, 4.862575, 5.081788
Transfer, 1, 3, 1, 4.862575, 4.945845
Transfer, 1, 4, 1, 4.862575, 4.813579
Transfer, 1, 1, 2, 7.328122, 7.613926
Transfer, 1, 1, 3, 7.328122, 7.401404
Transfer, 1, 1, 4, 7.328122, 7.194815
Transfer, 1, 2, 1, 4.916392, 5.132431
Transfer, 1, 3, 1, 4.916392, 4.994956
Transfer, 1, 4, 1, 4.916392, 4.861203
Transfer, 1, 1, 2, 7.126172, 7.412357
Transfer, 1, 1, 3, 7.126172, 7.205462
Transfer, 1, 1, 4, 7.126172, 7.004341
Transfer, 1, 2, 1, 4.964626, 5.178029
Transfer, 1, 3, 1, 4.964626, 5.039166
Transfer, 1, 4, 1, 4.964626, 4.904066
Transfer, 1, 1, 2, 4.976432, 5.181168
Transfer, 1, 1, 3, 4.976432, 5.077544
Transfer, 1, 1, 4, 4.976432, 4.975993
Transfer, 1, 2, 1, 13.61277, 14.07551
Transfer, 1, 3, 1, 13.61277, 13.69996
Transfer, 1, 4, 1, 13.61277, 13.33454
Transfer, 1, 1, 2, 7.66835, 7.953139
Transfer, 1, 1, 3, 7.66835, 7.731149
Transfer, 1, 1, 4, 7.66835, 7.515356
Transfer, 1, 2, 1, 4.835131, 5.055645
Transfer, 1, 3, 1, 4.835131, 4.920557
Transfer, 1, 4, 1, 4.835131, 4.789121
Transfer, 1, 1, 2, 7.431108, 7.717719
Transfer, 1, 1, 3, 7.431108, 7.5023
Transfer, 1, 1, 4, 7.431108, 7.292895
Transfer, 1, 2, 1, 4.891795, 5.108886
Transfer, 1, 3, 1, 4.891795, 4.972192
Transfer, 1, 4, 1, 4.891795, 4.839196
Transfer, 1, 1, 2, 7.218473, 7.505792
Transfer, 1, 1, 3, 7.218473, 7.296288
Transfer, 1, 1, 4, 7.218473, 7.092632
Transfer, 1, 2, 1, 4.942581, 5.156824
Transfer, 1, 3, 1, 4.942581, 5.018674
Transfer, 1, 4, 1, 4.942581, 4.884265
Transfer, 1, 1, 2, 7.027897, 7.315013
Transfer, 1, 1, 3, 7.027897, 7.110834
Transfer, 1, 1, 4, 7.027897, 6.912355
Transfer, 1, 2, 1, 4.988099, 5.199987
Transfer, 1, 3, 1, 4.988099, 5.060518
Transfer, 1, 4, 1, 4.988099, 4.924827
Transfer, 1, 1, 2, 4.913321, 5.118378
Transfer, 1, 1, 3, 4.913321, 5.01601
Transfer, 1, 1, 4, 4.913321, 4.91569
Transfer, 1, 2, 1, 13.66995, 14.13059
Transfer, 1, 3, 1, 13.66995, 13.75349
Transfer, 1, 4, 1, 13.66995, 13.38657
Transfer, 1, 1, 2, 7.590344, 7.875147
Transfer, 1, 1, 3, 7.590344, 7.655334
Transfer, 1, 1, 4, 7.590344, 7.441657
Transfer, 1, 2, 1, 4.853763, 5.073246
Transfer, 1, 3, 1, 4.853763, 4.937664
Transfer, 1, 4, 1, 4.853763, 4.805746
Transfer, 1, 1, 2, 7.361192, 7.647509
Transfer, 1, 1, 3, 7.361192, 7.43405
Transfer, 1, 1, 4, 7.361192, 7.226549
Transfer, 1, 2, 1, 4.908494, 5.124732
Transfer, 1, 3, 1, 4.908494, 4.987592
Transfer, 1, 4, 1, 4.908494, 4.854162
Transfer, 1, 1, 2, 7.155811, 7.442587
Transfer, 1, 1, 3, 7.155811, 7.234848
Transfer, 1, 1, 4, 7.155811, 7.032907
Transfer, 1, 2, 1, 4.957549, 5.171089
Transfer, 1, 3, 1, 4.957549, 5.032537
Transfer, 1, 4, 1, 4.957549, 4.897737
Transfer, 1, 1, 2, 4.995467, 5.200666
Transfer, 1, 1, 3, 4.995467, 5.096653
Transfer, 1, 1, 4, 4.995467, 4.99472
Transfer, 1, 2, 1, 13.59552, 14.05808
Transfer, 1, 3, 1, 13.59552, 13.68334
Transfer, 1, 4, 1, 13.59552, 13.3187
Transfer, 1, 1, 2, 7.691876, 7.97736
Transfer, 1, 1, 3, 7.691876, 7.754694
Transfer, 1, 1, 4, 7.691876, 7.538243
Transfer, 1, 2, 1, 4.829513, 5.050066
Transfer, 1, 3, 1, 4.829513, 4.915246
Transfer, 1, 4, 1, 4.829513, 4.784068
Transfer, 1, 1, 2, 7.452191, 7.739523
Transfer, 1, 1, 3, 7.452191, 7.523495
Transfer, 1, 1, 4, 7.452191, 7.313497
Transfer, 1, 2, 1, 4.88676, 5.103855
Transfer, 1, 3, 1, 4.88676, 4.967412
Transfer, 1, 4, 1, 4.88676, 4.834656
Transfer, 1, 1, 2, 7.23737, 7.525419
Transfer, 1, 1, 3, 7.23737, 7.315368
Transfer, 1, 1, 4, 7.23737, 7.111179
Transfer, 1, 2, 1, 4.938068, 5.152286
Transfer, 1, 3, 1, 4.938068, 5.01437
Transfer, 1, 4, 1, 4.938068, 4.880186
Transfer, 1, 1, 2, 7.044835, 7.332682
Transfer, 1, 1, 3, 7.044835, 7.12801
Transfer, 1, 1, 4, 7.044835, 6.929051
Transfer, 1, 2, 1, 4.984055, 5.195894
Transfer, 1, 3, 1, 4.984055, 5.056643
Transfer, 1, 4, 1, 4.984055, 4.921164
Transfer, 1, 1, 2, 4.924198, 5.129775
Transfer, 1, 1, 3, 4.924198, 5.02718
Transfer, 1, 1, 4, 4.924198, 4.926636
Transfer, 1, 2, 1, 13.6601, 14.12031
Transfer, 1, 3, 1, 13.6601, 13.74378
Transfer, 1, 4, 1, 13.6601, 13.37741
Transfer, 1, 1, 2, 7.603788, 7.889304
Transfer, 1, 1, 3, 7.603788, 7.669096
Transfer, 1, 1, 4, 7.603788, 7.455034
Transfer, 1, 2, 1, 4.850552, 5.069951
Transfer, 1, 3, 1, 4.850552, 4.93456
Transfer, 1, 4, 1, 4.850552, 4.802825
Transfer, 1, 1, 2, 7.373241, 7.660253
Transfer, 1, 1, 3, 7.373241, 7.446438
Transfer, 1, 1, 4, 7.373241, 7.238591
Transfer, 1, 2, 1, 4.905617, 5.121757
Transfer, 1, 3, 1, 4.905617, 4.984798
Transfer, 1, 4, 1, 4.905617, 4.851541
Transfer, 1, 1, 2, 7.16661, 7.454061
Transfer, 1, 1, 3, 7.16661, 7.246001
Transfer, 1, 1, 4, 7.16661, 7.043748
Transfer, 1, 2, 1, 4.954969, 5.168403
Transfer, 1, 3, 1, 4.954969, 5.030022
Transfer, 1, 4, 1, 4.954969, 4.895385
Transfer, 1, 1, 2, 6.981414, 7.268444
Transfer, 1, 1, 3, 6.981414, 7.065565
Transfer, 1, 1, 4, 6.981414, 6.868349
Transfer, 1, 2, 1, 4.999202, 5.210404
Transfer, 1, 3, 1, 4.999202, 5.070733
Transfer, 1, 4, 1, 4.999202, 4.934844
Transfer, 1, 1, 2, 4.883469, 5.088339
Transfer, 1, 1, 3, 4.883469, 4.986573
Transfer, 1, 1, 4, 4.883469, 4.886841
Transfer, 1, 2, 1, 13.697, 14.15671
Transfer, 1, 3, 1, 13.697, 13.77911
Transfer, 1, 4, 1, 13.697, 13.41169
Transfer, 1, 1, 2, 7.553447, 7.837836
Transfer, 1, 1, 3, 7.553447, 7.619065
Transfer, 1, 1, 4, 7.553447, 7.406399
Transfer, 1, 2, 1, 4.862576, 5.081585
Transfer, 1, 3, 1, 4.862576, 4.945849
Transfer, 1, 4, 1, 4.862576, 4.813778
Transfer, 1, 1, 2, 7.328122, 7.613921
Transfer, 1, 1, 3, 7.328122, 7.4014
Transfer, 1, 1, 4, 7.328122, 7.19481
Transfer, 1, 2, 1, 4.916393, 5.132231
Transfer, 1, 3, 1, 4.916393, 4.99496
Transfer, 1, 4, 1, 4.916393, 4.861399
Transfer, 1, 1, 2, 7.126172, 7.412352
Transfer, 1, 1, 3, 7.126172, 7.205456
Transfer, 1, 1, 4, 7.126172, 7.004335
Transfer, 1, 2, 1, 4.964628, 5.177834
Transfer, 1, 3, 1, 4.964628, 5.03917
Transfer, 1, 4, 1, 4.964628, 4.904257
Transfer, 1, 1, 2, 4.976432, 5.181164
Transfer, 1, 1, 3, 4.976432, 5.07754
Transfer, 1, 1, 4, 4.976432, 4.975989
Transfer, 1, 2, 1, 13.61277, 14.07499
Transfer, 1, 3, 1, 13.61277, 13.69997
Transfer, 1, 4, 1, 13.61277, 13.33505
Transfer, 1, 1, 2, 7.66835, 7.953135
Transfer, 1, 1, 3, 7.66835, 7.731146
Transfer, 1, 1, 4, 7.66835, 7.515352
Transfer, 1, 2, 1, 4.835132, 5.055463
Transfer, 1, 3, 1, 4.835132, 4.920561
Transfer, 1, 4, 1, 4.835132, 4.789298
Transfer, 1, 1, 2, 7.431108, 7.717716
Transfer, 1, 1, 3, 7.431108, 7.502297
Transfer, 1, 1, 4, 7.431108, 7.292892
Transfer, 1, 2, 1, 4.891796, 5.108708
Transfer, 1, 3, 1, 4.891796, 4.972196
Transfer, 1, 4, 1, 4.891796, 4.83937
Transfer, 1, 1, 2, 7.218473, 7.505788
Transfer, 1, 1, 3, 7.218473, 7.296285
Transfer, 1, 1, 4, 7.218473, 7.092629
Transfer, 1, 2, 1, 4.942582, 5.15665
Transfer, 1, 3, 1, 4.942582, 5.018677
Transfer, 1, 4, 1, 4.942582, 4.884435
Transfer, 1, 1, 2, 7.027897, 7.31501
Transfer, 1, 1, 3, 7.027897, 7.110831
Transfer, 1, 1, 4, 7.027897, 6.912352
Transfer, 1, 2, 1, 4.9881, 5.199817
Transfer, 1, 3, 1, 4.9881, 5.06052
Transfer, 1, 4, 1, 4.9881, 4.924994
Transfer, 1, 1, 2, 4.913321, 5.118376
Transfer, 1, 1, 3, 4.913321, 5.016008
Transfer, 1, 1, 4, 4.913321, 4.915688
Transfer, 1, 2, 1, 13.66996, 14.13014
Transfer, 1, 3, 1, 13.66996, 13.7535
Transfer, 1, 4, 1, 13.66996, 13.38702
Transfer, 1, 1, 2, 7.590344, 7.875144
Transfer, 1, 1, 3, 7.590344, 7.655332
Transfer, 1, 1, 4, 7.590344, 7.441654
Transfer, 1, 2, 1, 4.853764, 5.073088
Transfer, 1, 3, 1, 4.853764, 4.937667
Transfer, 1, 4, 1, 4.853764, 4.805901
Transfer, 1, 1, 2, 7.361192, 7.647507
Transfer, 1, 1, 3, 7.361192, 7.434047
Transfer, 1, 1, 4, 7.361192, 7.226546
Transfer, 1, 2, 1, 4.908496, 5.124577
Transfer, 1, 3, 1, 4.908496, 4.987595
Transfer, 1, 4, 1, 4.908496, 4.854314
Transfer, 1, 1, 2, 7.155811, 7.442585
Transfer, 1, 1, 3, 7.155811, 7.234846
Transfer, 1, 1, 4, 7.155811, 7.032905
Transfer, 1, 2, 1, 4.95755, 5.170937
Transfer, 1, 3, 1, 4.95755, 5.032539
Transfer, 1, 4, 1, 4.95755, 4.897885
Transfer, 1, 1, 2, 4.995467, 5.200666
Transfer, 1, 1, 3, 4.995467, 5.096653
Transfer, 1, 1, 4, 4.995467, 4.99472
Transfer, 1, 2, 1, 13.59553, 14.05768
Transfer, 1, 3, 1, 13.59553, 13.68335
Transfer, 1, 4, 1, 13.59553, 13.3191
Transfer, 1, 1, 2, 7.691876, 7.977359
Transfer, 1, 1, 3, 7.691876, 7.754694
Transfer, 1, 1, 4, 7.691876, 7.538242
Transfer, 1, 2, 1, 4.829514, 5.049924
Transfer, 1, 3, 1, 4.829514, 4.915249
Transfer, 1, 4, 1, 4.829514, 4.784204
Transfer, 1, 1, 2, 7.452192, 7.739522
Transfer, 1, 1, 3, 7.452192, 7.523494
Transfer, 1, 1, 4, 7.452192, 7.313497
Transfer, 1, 2, 1, 4.886761, 5.103717
Transfer, 1, 3, 1, 4.886761, 4.967414
Transfer, 1, 4, 1, 4.886761, 4.834791
Transfer, 1, 1, 2, 7.237371, 7.525417
Transfer, 1, 1, 3, 7.237371, 7.315366
Transfer, 1, 1, 4, 7.237371, 7.111178
Transfer, 1, 2, 1, 4.93807, 5.152151
Transfer, 1, 3, 1, 4.93807, 5.014373
Transfer, 1, 4, 1, 4.93807, 4.880318
Transfer, 1, 1, 2, 7.044836, 7.332679
Transfer, 1, 1, 3, 7.044836, 7.128008
Transfer, 1, 1, 4, 7.044836, 6.929049
Transfer, 1, 2, 1, 4.984056, 5.195761
Transfer, 1, 3, 1, 4.984056, 5.056645
Transfer, 1, 4, 1, 4.984056, 4.921292
Transfer, 1, 1, 2, 4.924199, 5.129774
Transfer, 1, 1, 3, 4.924199, 5.027178
Transfer, 1, 1, 4, 4.924199, 4.926634
Transfer, 1, 2, 1, 13.6601, 14.11996
Transfer, 1, 3, 1, 13.6601, 13.74379
Transfer, 1, 4, 1, 13.6601, 13.37775
Transfer, 1, 1, 2, 7.603789, 7.889302
Transfer, 1, 1, 3, 7.603789, 7.669093
Transfer, 1, 1, 4, 7.603789, 7.455031
Transfer, 1, 2, 1, 4.850554, 5.069829
Transfer, 1, 3, 1, 4.850554, 4.934563
Transfer, 1, 4, 1, 4.850554, 4.802945
Transfer, 1, 1, 2, 7.373242, 7.660251
Transfer, 1, 1, 3, 7.373242, 7.446436
Transfer, 1, 1, 4, 7.373242, 7.23859
Transfer, 1, 2, 1, 4.905618, 5.121637
Transfer, 1, 3, 1, 4.905618, 4.9848
Transfer, 1, 4, 1, 4.905618, 4.851658
Transfer, 1, 1, 2, 7.166611, 7.454059
Transfer, 1, 1, 3, 7.166611, 7.245998
Transfer, 1, 1, 4, 7.166611, 7.043746
Transfer, 1, 2, 1, 4.95497, 5.168286
Transfer, 1, 3, 1, 4.95497, 5.030024
Transfer, 1, 4, 1, 4.95497, 4.8955
Transfer, 1, 1, 2, 6.981416, 7.268442
Transfer, 1, 1, 3, 6.981416, 7.065564
Transfer, 1, 1, 4, 6.981416, 6.868348
Transfer, 1, 2, 1, 4.999203, 5.210289
Transfer, 1, 3, 1, 4.999203, 5.070735
Transfer, 1, 4, 1, 4.999203, 4.934957
Transfer, 1, 1, 2, 4.883471, 5.088339
Transfer, 1, 1, 3, 4.883471, 4.986572
Transfer, 1, 1, 4, 4.883471, 4.886841
Transfer, 1, 2, 1, 13.69701, 14.1564
Transfer, 1, 3, 1, 13.69701, 13.77911
Transfer, 1, 4, 1, 13.69701, 13.41199
Transfer, 1, 1, 2, 7.55345, 7.837835
Transfer, 1, 1, 3, 7.55345, 7.619064
Transfer, 1, 1, 4, 7.55345, 7.406399
Transfer, 1, 2, 1, 4.862577, 5.081479
Transfer, 1, 3, 1, 4.862577, 4.94585
Transfer, 1, 4, 1, 4.862577, 4.813883
Transfer, 1, 1, 2, 7.328125, 7.613921
Transfer, 1, 1, 3, 7.328125, 7.4014
Transfer, 1, 1, 4, 7.328125, 7.19481
Transfer, 1, 2, 1, 4.916395, 5.132128
Transfer, 1, 3, 1, 4.916395, 4.994962
Transfer, 1, 4, 1, 4.916395, 4.861502
Transfer, 1, 1, 2, 7.126175, 7.412352
Transfer, 1, 1, 3, 7.126175, 7.205457
Transfer, 1, 1, 4, 7.126175, 7.004336
Transfer, 1, 2, 1, 4.964629, 5.177732
Transfer, 1, 3, 1, 4.964629, 5.039172
Transfer, 1, 4, 1, 4.964629, 4.904358
Transfer, 1, 1, 2, 4.976435, 5.181164
Transfer, 1, 1, 3, 4.976435, 5.077541
Transfer, 1, 1, 4, 4.976435, 4.97599
Transfer, 1, 2, 1, 13.61277, 14.07472
Transfer, 1, 3, 1, 13.61277, 13.69998
Transfer, 1, 4, 1, 13.61277, 13.33532
Transfer, 1, 1, 2, 7.668353, 7.953136
Transfer, 1, 1, 3, 7.668353, 7.731146
Transfer, 1, 1, 4, 7.668353, 7.515353
Transfer, 1, 2, 1, 4.835133, 5.055368
Transfer, 1, 3, 1, 4.835133, 4.920562
Transfer, 1, 4, 1, 4.835133, 4.789391
Transfer, 1, 1, 2, 7.431108, 7.717715
Transfer, 1, 1, 3, 7.431108, 7.502296
Transfer, 1, 1, 4, 7.431108, 7.292891
Transfer, 1, 2, 1, 4.891798, 5.108615
Transfer, 1, 3, 1, 4.891798, 4.972197
Transfer, 1, 4, 1, 4.891798, 4.839461
Transfer, 1, 1, 2, 7.218474, 7.505788
Transfer, 1, 1, 3, 7.218474, 7.296285
Transfer, 1, 1, 4, 7.218474, 7.092629
Transfer, 1, 2, 1, 4.942584, 5.156559
Transfer, 1, 3, 1, 4.942584, 5.018679
Transfer, 1, 4, 1, 4.942584, 4.884525
Transfer, 1, 1, 2, 7.027898, 7.315009
Transfer, 1, 1, 3, 7.027898, 7.110831
Transfer, 1, 1, 4, 7.027898, 6.912352
Transfer, 1, 2, 1, 4.988101, 5.199728
Transfer, 1, 3, 1, 4.988101, 5.060522
Transfer, 1, 4, 1, 4.988101, 4.925081
Transfer, 1, 1, 2, 4.913321, 5.118376
Transfer, 1, 1, 3, 4.913321, 5.016008
Transfer, 1, 1, 4, 4.913321, 4.915688
Transfer, 1, 2, 1, 13.66996, 14.1299
Transfer, 1, 3, 1, 13.66996, 13.7535
Transfer, 1, 4, 1, 13.66996, 13.38725
Transfer, 1, 1, 2, 7.590345, 7.875144
Transfer, 1, 1, 3, 7.590345, 7.65533
Transfer, 1, 1, 4, 7.590345, 7.441653
Transfer, 1, 2, 1, 4.853765, 5.073005
Transfer, 1, 3, 1, 4.853765, 4.937668
Transfer, 1, 4, 1, 4.853765, 4.805982
Transfer, 1, 1, 2, 7.361194, 7.647505
Transfer, 1, 1, 3, 7.361194, 7.434047
Transfer, 1, 1, 4, 7.361194, 7.226546
Transfer, 1, 2, 1, 4.908496, 5.124495
Transfer, 1, 3, 1, 4.908496, 4.987596
Transfer, 1, 4, 1, 4.908496, 4.854393
Transfer, 1, 1, 2, 7.155813, 7.442585
Transfer, 1, 1, 3, 7.155813, 7.234846
Transfer, 1, 1, 4, 7.155813, 7.032905
Transfer, 1, 2, 1, 4.957551, 5.170857
Transfer, 1, 3, 1, 4.957551, 5.032541
Transfer, 1, 4, 1, 4.957551, 4.897963
Transfer, 1, 1, 2, 4.995468, 5.200665
Transfer, 1, 1, 3, 4.995468, 5.096652
Transfer, 1, 1, 4, 4.995468, 4.994719
Transfer, 1, 2, 1, 13.59553, 14.05747
Transfer, 1, 3, 1, 13.59553, 13.68335
Transfer, 1, 4, 1, 13.59553, 13.3193
Transfer, 1, 1, 2, 7.691879, 7.97736
Transfer, 1, 1, 3, 7.691879, 7.754694
Transfer, 1, 1, 4, 7.691879, 7.538243
Transfer, 1, 2, 1, 4.829515, 5.049851
Transfer, 1, 3, 1, 4.829515, 4.91525
Transfer, 1, 4, 1, 4.829515, 4.784277
Transfer, 1, 1, 2, 7.452194, 7.739522
Transfer, 1, 1, 3, 7.452194, 7.523494
Transfer, 1, 1, 4, 7.452194, 7.313496
Transfer, 1, 2, 1, 4.886762, 5.103644
Transfer, 1, 3, 1, 4.886762, 4.967415
